target,split,logloss,method,tau,power,max_days,shrink
Q2,interleaved_offset2,0.5608009908887431,inverse,14.0,2.0,35.0,0.07
Q2,late7,0.8346130696099444,inverse,14.0,2.0,35.0,0.07
Q2,interleaved_offset1,0.6607875496080355,inverse,14.0,2.0,35.0,0.12
Q2,interleaved_offset2,0.5577033918311112,inverse,14.0,2.0,35.0,0.12
Q2,late7,0.8047848054725509,inverse,14.0,2.0,35.0,0.12
Q2,interleaved_offset1,0.6883642157310783,inverse,14.0,2.0,56.0,0.0
Q2,interleaved_offset2,0.5659061706990531,inverse,14.0,2.0,56.0,0.0
Q2,late7,0.8428419356970986,inverse,14.0,2.0,56.0,0.0
Q2,interleaved_offset1,0.6782075568198657,inverse,14.0,2.0,56.0,0.03
Q2,interleaved_offset2,0.5624375052677462,inverse,14.0,2.0,56.0,0.03
Q2,late7,0.8181600948116472,inverse,14.0,2.0,56.0,0.03
Q2,interleaved_offset1,0.6679328124349222,inverse,14.0,2.0,56.0,0.07
Q2,interleaved_offset2,0.5590464040167096,inverse,14.0,2.0,56.0,0.07
Q2,late7,0.79615830408476,inverse,14.0,2.0,56.0,0.07
Q2,interleaved_offset1,0.658394166731292,inverse,14.0,2.0,56.0,0.12
Q2,interleaved_offset2,0.5563228806027718,inverse,14.0,2.0,56.0,0.12
Q2,late7,0.7770411307484638,inverse,14.0,2.0,56.0,0.12
Q2,interleaved_offset1,0.6874911780848229,inverse,14.0,2.0,,0.0
Q2,interleaved_offset2,0.5658230825529718,inverse,14.0,2.0,,0.0
Q2,late7,0.7972313786964408,inverse,14.0,2.0,,0.0
Q2,interleaved_offset1,0.677509965634304,inverse,14.0,2.0,,0.03
Q2,interleaved_offset2,0.56244638424343,inverse,14.0,2.0,,0.03
Q2,late7,0.7855897476644085,inverse,14.0,2.0,,0.03
Q2,interleaved_offset1,0.6674021100808777,inverse,14.0,2.0,,0.07
Q2,interleaved_offset2,0.5591358511138321,inverse,14.0,2.0,,0.07
Q2,late7,0.7732322386942302,inverse,14.0,2.0,,0.07
Q2,interleaved_offset1,0.6580102730078302,inverse,14.0,2.0,,0.12
Q2,interleaved_offset2,0.5564757114922625,inverse,14.0,2.0,,0.12
Q2,late7,0.7610979845882677,inverse,14.0,2.0,,0.12
Q3,interleaved_offset1,0.6845958487968965,exp,5.0,1.0,14.0,0.0
Q3,interleaved_offset2,0.8127793966904636,exp,5.0,1.0,14.0,0.0
Q3,late7,1.1078826179310917,exp,5.0,1.0,14.0,0.0
Q3,interleaved_offset1,0.634183535532752,exp,5.0,1.0,14.0,0.03
Q3,interleaved_offset2,0.7097740167074362,exp,5.0,1.0,14.0,0.03
Q3,late7,0.823657107272344,exp,5.0,1.0,14.0,0.03
Q3,interleaved_offset1,0.6265145116788708,exp,5.0,1.0,14.0,0.07
Q3,interleaved_offset2,0.6942203425475187,exp,5.0,1.0,14.0,0.07
Q3,late7,0.7839263175373223,exp,5.0,1.0,14.0,0.07
Q3,interleaved_offset1,0.6215678128891606,exp,5.0,1.0,14.0,0.12
Q3,interleaved_offset2,0.6832379717204786,exp,5.0,1.0,14.0,0.12
Q3,late7,0.7577044091377811,exp,5.0,1.0,14.0,0.12
Q3,interleaved_offset1,0.6354096046997649,exp,5.0,1.0,21.0,0.0
Q3,interleaved_offset2,0.700049174215503,exp,5.0,1.0,21.0,0.0
Q3,late7,0.8039918017460818,exp,5.0,1.0,21.0,0.0
Q3,interleaved_offset1,0.6282892017615932,exp,5.0,1.0,21.0,0.03
Q3,interleaved_offset2,0.6911014401743287,exp,5.0,1.0,21.0,0.03
Q3,late7,0.792005955599647,exp,5.0,1.0,21.0,0.03
Q3,interleaved_offset1,0.6232788242071949,exp,5.0,1.0,21.0,0.07
Q3,interleaved_offset2,0.6831547533683009,exp,5.0,1.0,21.0,0.07
Q3,late7,0.7787511220060903,exp,5.0,1.0,21.0,0.07
Q3,interleaved_offset1,0.6196201398227179,exp,5.0,1.0,21.0,0.12
Q3,interleaved_offset2,0.6760128065420059,exp,5.0,1.0,21.0,0.12
Q3,late7,0.7652970584169204,exp,5.0,1.0,21.0,0.12
Q3,interleaved_offset1,0.6271717046836273,exp,5.0,1.0,35.0,0.0
Q3,interleaved_offset2,0.6923565376388147,exp,5.0,1.0,35.0,0.0
Q3,late7,0.7988232793257486,exp,5.0,1.0,35.0,0.0
Q3,interleaved_offset1,0.6235764797187239,exp,5.0,1.0,35.0,0.03
Q3,interleaved_offset2,0.6861286419168963,exp,5.0,1.0,35.0,0.03
Q3,late7,0.7872139753564976,exp,5.0,1.0,35.0,0.03
Q3,interleaved_offset1,0.6202928238154737,exp,5.0,1.0,35.0,0.07
Q3,interleaved_offset2,0.6796893244218145,exp,5.0,1.0,35.0,0.07
Q3,late7,0.7743680079493427,exp,5.0,1.0,35.0,0.07
Q3,interleaved_offset1,0.6176391167196336,exp,5.0,1.0,35.0,0.12
Q3,interleaved_offset2,0.6735070390854617,exp,5.0,1.0,35.0,0.12
Q3,late7,0.7613368076263628,exp,5.0,1.0,35.0,0.12
Q3,interleaved_offset1,0.6271467432328234,exp,5.0,1.0,56.0,0.0
Q3,interleaved_offset2,0.6922378064289156,exp,5.0,1.0,56.0,0.0
Q3,late7,0.7983981895674219,exp,5.0,1.0,56.0,0.0
Q3,interleaved_offset1,0.6235578963402413,exp,5.0,1.0,56.0,0.03
Q3,interleaved_offset2,0.6860287905050372,exp,5.0,1.0,56.0,0.03
Q3,late7,0.7868669027295496,exp,5.0,1.0,56.0,0.03
Q3,interleaved_offset1,0.6202812758165781,exp,5.0,1.0,56.0,0.07
Q3,interleaved_offset2,0.6796086657110413,exp,5.0,1.0,56.0,0.07
Q3,late7,0.7740976729422478,exp,5.0,1.0,56.0,0.07
Q3,interleaved_offset1,0.6176345517218395,exp,5.0,1.0,56.0,0.12
Q3,interleaved_offset2,0.6734443937162793,exp,5.0,1.0,56.0,0.12
Q3,late7,0.7611361997435839,exp,5.0,1.0,56.0,0.12
Q3,interleaved_offset1,0.6271462819529101,exp,5.0,1.0,,0.0
Q3,interleaved_offset2,0.692238351691093,exp,5.0,1.0,,0.0
Q3,late7,0.7983945071248116,exp,5.0,1.0,,0.0
Q3,interleaved_offset1,0.6235575590366981,exp,5.0,1.0,,0.03
Q3,interleaved_offset2,0.6860293444187537,exp,5.0,1.0,,0.03
Q3,late7,0.7868645124482007,exp,5.0,1.0,,0.03
Q3,interleaved_offset1,0.6202810727120893,exp,5.0,1.0,,0.07
Q3,interleaved_offset2,0.6796092278995035,exp,5.0,1.0,,0.07
Q3,late7,0.7740965081894899,exp,5.0,1.0,,0.07
Q3,interleaved_offset1,0.6176344787040227,exp,5.0,1.0,,0.12
Q3,interleaved_offset2,0.6734449614906287,exp,5.0,1.0,,0.12
Q3,late7,0.7611360903348947,exp,5.0,1.0,,0.12
Q3,interleaved_offset1,0.6863616555388807,exp,7.0,1.0,14.0,0.0
Q3,interleaved_offset2,0.807197028986847,exp,7.0,1.0,14.0,0.0
Q3,late7,1.108304262099678,exp,7.0,1.0,14.0,0.0
Q3,interleaved_offset1,0.6368676510287712,exp,7.0,1.0,14.0,0.03
Q3,interleaved_offset2,0.7054924876627398,exp,7.0,1.0,14.0,0.03
Q3,late7,0.8256913231098779,exp,7.0,1.0,14.0,0.03
Q3,interleaved_offset1,0.630183431919658,exp,7.0,1.0,14.0,0.07
Q3,interleaved_offset2,0.6913451996115497,exp,7.0,1.0,14.0,0.07
Q3,late7,0.787569863880163,exp,7.0,1.0,14.0,0.07
Q3,interleaved_offset1,0.6261668510813704,exp,7.0,1.0,14.0,0.12
Q3,interleaved_offset2,0.6817517713016821,exp,7.0,1.0,14.0,0.12
Q3,late7,0.7627846435214419,exp,7.0,1.0,14.0,0.12
Q3,interleaved_offset1,0.6303512320306549,exp,7.0,1.0,21.0,0.0
Q3,interleaved_offset2,0.6841146758108211,exp,7.0,1.0,21.0,0.0
Q3,late7,0.7952333221798944,exp,7.0,1.0,21.0,0.0
Q3,interleaved_offset1,0.6273250507823821,exp,7.0,1.0,21.0,0.03
Q3,interleaved_offset2,0.6796379639589699,exp,7.0,1.0,21.0,0.03
Q3,late7,0.7872286901701093,exp,7.0,1.0,21.0,0.03
Q3,interleaved_offset1,0.624761515352973,exp,7.0,1.0,21.0,0.07
Q3,interleaved_offset2,0.6750458080748892,exp,7.0,1.0,21.0,0.07
Q3,late7,0.7778361847525589,exp,7.0,1.0,21.0,0.07
Q3,interleaved_offset1,0.6228487436485336,exp,7.0,1.0,21.0,0.12
Q3,interleaved_offset2,0.6706494176889145,exp,7.0,1.0,21.0,0.12
Q3,late7,0.7677385032602309,exp,7.0,1.0,21.0,0.12
Q3,interleaved_offset1,0.6213872456467638,exp,7.0,1.0,35.0,0.0
Q3,interleaved_offset2,0.6739763005142072,exp,7.0,1.0,35.0,0.0
Q3,late7,0.7822491940638759,exp,7.0,1.0,35.0,0.0
Q3,interleaved_offset1,0.6204951707333891,exp,7.0,1.0,35.0,0.03
Q3,interleaved_offset2,0.6714432002476005,exp,7.0,1.0,35.0,0.03
Q3,late7,0.7750564629239446,exp,7.0,1.0,35.0,0.03
Q3,interleaved_offset1,0.6196669833398364,exp,7.0,1.0,35.0,0.07
Q3,interleaved_offset2,0.668547088248771,exp,7.0,1.0,35.0,0.07
Q3,late7,0.7666194803767592,exp,7.0,1.0,35.0,0.07
Q3,interleaved_offset1,0.6191162557986253,exp,7.0,1.0,35.0,0.12
Q3,interleaved_offset2,0.6655696381110511,exp,7.0,1.0,35.0,0.12
Q3,late7,0.7575716754846673,exp,7.0,1.0,35.0,0.12
Q3,interleaved_offset1,0.6213509925671185,exp,7.0,1.0,56.0,0.0
Q3,interleaved_offset2,0.6735306767294732,exp,7.0,1.0,56.0,0.0
Q3,late7,0.7802446461175871,exp,7.0,1.0,56.0,0.0
Q3,interleaved_offset1,0.6204823541853618,exp,7.0,1.0,56.0,0.03
Q3,interleaved_offset2,0.6710491859807017,exp,7.0,1.0,56.0,0.03
Q3,late7,0.7733287971985795,exp,7.0,1.0,56.0,0.03
Q3,interleaved_offset1,0.6196808743636516,exp,7.0,1.0,56.0,0.07
Q3,interleaved_offset2,0.6682127578653896,exp,7.0,1.0,56.0,0.07
Q3,late7,0.7651952965509322,exp,7.0,1.0,56.0,0.07
Q3,interleaved_offset1,0.6191574680098255,exp,7.0,1.0,56.0,0.12
Q3,interleaved_offset2,0.6652983361314662,exp,7.0,1.0,56.0,0.12
Q3,late7,0.7564506212057216,exp,7.0,1.0,56.0,0.12
Q3,interleaved_offset1,0.6213518664747921,exp,7.0,1.0,,0.0
Q3,interleaved_offset2,0.6735446307095311,exp,7.0,1.0,,0.0
Q3,late7,0.7801788663785549,exp,7.0,1.0,,0.0
Q3,interleaved_offset1,0.6204844692573874,exp,7.0,1.0,,0.03
Q3,interleaved_offset2,0.6710631145389521,exp,7.0,1.0,,0.03
Q3,late7,0.7732784781288615,exp,7.0,1.0,,0.03
Q3,interleaved_offset1,0.6196843679163506,exp,7.0,1.0,,0.07
Q3,interleaved_offset2,0.6682266118977449,exp,7.0,1.0,,0.07
Q3,late7,0.7651615039361411,exp,7.0,1.0,,0.07
Q3,interleaved_offset1,0.619162320823481,exp,7.0,1.0,,0.12
Q3,interleaved_offset2,0.6653120345138798,exp,7.0,1.0,,0.12
Q3,late7,0.7564327379879097,exp,7.0,1.0,,0.12
Q3,interleaved_offset1,0.6916674547559378,exp,10.0,1.0,14.0,0.0
Q3,interleaved_offset2,0.8085465757365137,exp,10.0,1.0,14.0,0.0
Q3,late7,1.1137043798965711,exp,10.0,1.0,14.0,0.0
Q3,interleaved_offset1,0.6424812648485694,exp,10.0,1.0,14.0,0.03
Q3,interleaved_offset2,0.7073301013977108,exp,10.0,1.0,14.0,0.03
Q3,late7,0.83171776324177,exp,10.0,1.0,14.0,0.03
Q3,interleaved_offset1,0.6361168543780092,exp,10.0,1.0,14.0,0.07
Q3,interleaved_offset2,0.6937052389101755,exp,10.0,1.0,14.0,0.07
Q3,late7,0.7942237071876782,exp,10.0,1.0,14.0,0.07
Q3,interleaved_offset1,0.6323763105414776,exp,10.0,1.0,14.0,0.12
Q3,interleaved_offset2,0.6846070117530344,exp,10.0,1.0,14.0,0.12
Q3,late7,0.7699729487531298,exp,10.0,1.0,14.0,0.12
Q3,interleaved_offset1,0.6313028738612408,exp,10.0,1.0,21.0,0.0
Q3,interleaved_offset2,0.6787656319567275,exp,10.0,1.0,21.0,0.0
Q3,late7,0.7945170468834749,exp,10.0,1.0,21.0,0.0
Q3,interleaved_offset1,0.6298869645538141,exp,10.0,1.0,21.0,0.03
Q3,interleaved_offset2,0.6760889503348729,exp,10.0,1.0,21.0,0.03
Q3,late7,0.7883069774127596,exp,10.0,1.0,21.0,0.03
Q3,interleaved_offset1,0.6285792402533678,exp,10.0,1.0,21.0,0.07
Q3,interleaved_offset2,0.6731228087649745,exp,10.0,1.0,21.0,0.07
Q3,late7,0.7807633089136892,exp,10.0,1.0,21.0,0.07
Q3,interleaved_offset1,0.6275987752202546,exp,10.0,1.0,21.0,0.12
Q3,interleaved_offset2,0.6701291142220392,exp,10.0,1.0,21.0,0.12
Q3,late7,0.7723449090911303,exp,10.0,1.0,21.0,0.12
Q3,interleaved_offset1,0.6228587910245262,exp,10.0,1.0,35.0,0.0
Q3,interleaved_offset2,0.6664660770405267,exp,10.0,1.0,35.0,0.0
Q3,late7,0.7705219205217824,exp,10.0,1.0,35.0,0.0
Q3,interleaved_offset1,0.6227924102920805,exp,10.0,1.0,35.0,0.03
Q3,interleaved_offset2,0.6653152056591233,exp,10.0,1.0,35.0,0.03
Q3,late7,0.7656691342363399,exp,10.0,1.0,35.0,0.03
Q3,interleaved_offset1,0.622853845205791,exp,10.0,1.0,35.0,0.07
Q3,interleaved_offset2,0.6639681270187073,exp,10.0,1.0,35.0,0.07
Q3,late7,0.7597896105228573,exp,10.0,1.0,35.0,0.07
Q3,interleaved_offset1,0.6231544551515457,exp,10.0,1.0,35.0,0.12
Q3,interleaved_offset2,0.6625629814889293,exp,10.0,1.0,35.0,0.12
Q3,late7,0.7532660261809488,exp,10.0,1.0,35.0,0.12
Q3,interleaved_offset1,0.622773320892584,exp,10.0,1.0,56.0,0.0
Q3,interleaved_offset2,0.6651579097311429,exp,10.0,1.0,56.0,0.0
Q3,late7,0.7644696057849011,exp,10.0,1.0,56.0,0.0
Q3,interleaved_offset1,0.6227821511753221,exp,10.0,1.0,56.0,0.03
Q3,interleaved_offset2,0.664134132754827,exp,10.0,1.0,56.0,0.03
Q3,late7,0.7602680204398509,exp,10.0,1.0,56.0,0.03
Q3,interleaved_offset1,0.622931072460787,exp,10.0,1.0,56.0,0.07
Q3,interleaved_offset2,0.66294170132389,exp,10.0,1.0,56.0,0.07
Q3,late7,0.7551470827009856,exp,10.0,1.0,56.0,0.07
Q3,interleaved_offset1,0.6233232600864245,exp,10.0,1.0,56.0,0.12
Q3,interleaved_offset2,0.6617088659803243,exp,10.0,1.0,56.0,0.12
Q3,late7,0.7494287980863319,exp,10.0,1.0,56.0,0.12
Q3,interleaved_offset1,0.6228349869520676,exp,10.0,1.0,,0.0
Q3,interleaved_offset2,0.6652998615205198,exp,10.0,1.0,,0.0
Q3,late7,0.7640326124971467,exp,10.0,1.0,,0.0
Q3,interleaved_offset1,0.622849829596264,exp,10.0,1.0,,0.03
Q3,interleaved_offset2,0.6642748798140444,exp,10.0,1.0,,0.03
Q3,late7,0.7599136051062728,exp,10.0,1.0,,0.03
Q3,interleaved_offset1,0.6230053607994923,exp,10.0,1.0,,0.07
Q3,interleaved_offset2,0.6630805691316779,exp,10.0,1.0,,0.07
Q3,late7,0.7548872554649945,exp,10.0,1.0,,0.07
Q3,interleaved_offset1,0.6234038625230637,exp,10.0,1.0,,0.12
Q3,interleaved_offset2,0.6618449508604033,exp,10.0,1.0,,0.12
Q3,late7,0.74926677371768,exp,10.0,1.0,,0.12
Q3,interleaved_offset1,0.6973389820479203,exp,14.0,1.0,14.0,0.0
Q3,interleaved_offset2,0.812477436569602,exp,14.0,1.0,14.0,0.0
Q3,late7,1.1197678497209822,exp,14.0,1.0,14.0,0.0
Q3,interleaved_offset1,0.6481900919353057,exp,14.0,1.0,14.0,0.03
Q3,interleaved_offset2,0.7113668510099199,exp,14.0,1.0,14.0,0.03
Q3,late7,0.8379626483263962,exp,14.0,1.0,14.0,0.03
Q3,interleaved_offset1,0.6418407039332499,exp,14.0,1.0,14.0,0.07
Q3,interleaved_offset2,0.6978330125959079,exp,14.0,1.0,14.0,0.07
Q3,late7,0.8006280455163381,exp,14.0,1.0,14.0,0.07
Q3,interleaved_offset1,0.6380695491610909,exp,14.0,1.0,14.0,0.12
Q3,interleaved_offset2,0.6887842710640399,exp,14.0,1.0,14.0,0.12
Q3,late7,0.7764707717940653,exp,14.0,1.0,14.0,0.12
Q3,interleaved_offset1,0.634423144863733,exp,14.0,1.0,21.0,0.0
Q3,interleaved_offset2,0.6786050445965869,exp,14.0,1.0,21.0,0.0
Q3,late7,0.796848182972386,exp,14.0,1.0,21.0,0.0
Q3,interleaved_offset1,0.6335567302892265,exp,14.0,1.0,21.0,0.03
Q3,interleaved_offset2,0.6765878209710777,exp,14.0,1.0,21.0,0.03
Q3,late7,0.7913796062352569,exp,14.0,1.0,21.0,0.03
Q3,interleaved_offset1,0.632721962548525,exp,14.0,1.0,21.0,0.07
Q3,interleaved_offset2,0.674260986600003,exp,14.0,1.0,21.0,0.07
Q3,late7,0.7846130832820233,exp,14.0,1.0,21.0,0.07
Q3,interleaved_offset1,0.6320881538217127,exp,14.0,1.0,21.0,0.12
Q3,interleaved_offset2,0.6718258331856333,exp,14.0,1.0,21.0,0.12
Q3,late7,0.7769020232692617,exp,14.0,1.0,21.0,0.12
Q3,interleaved_offset1,0.627441081207544,exp,14.0,1.0,35.0,0.0
Q3,interleaved_offset2,0.6647359869363906,exp,14.0,1.0,35.0,0.0
Q3,late7,0.7625416178099385,exp,14.0,1.0,35.0,0.0
Q3,interleaved_offset1,0.6275319572626689,exp,14.0,1.0,35.0,0.03
Q3,interleaved_offset2,0.6640769749620593,exp,14.0,1.0,35.0,0.03
Q3,late7,0.7588759140466873,exp,14.0,1.0,35.0,0.03
Q3,interleaved_offset1,0.6277576810911468,exp,14.0,1.0,35.0,0.07
Q3,interleaved_offset2,0.6633084169607509,exp,14.0,1.0,35.0,0.07
Q3,late7,0.754368086640973,exp,14.0,1.0,35.0,0.07
Q3,interleaved_offset1,0.6281984005532207,exp,14.0,1.0,35.0,0.12
Q3,interleaved_offset2,0.662517468877024,exp,14.0,1.0,35.0,0.12
Q3,late7,0.7492826112718931,exp,14.0,1.0,35.0,0.12
Q3,interleaved_offset1,0.6270046478617938,exp,14.0,1.0,56.0,0.0
Q3,interleaved_offset2,0.6619368674673374,exp,14.0,1.0,56.0,0.0
Q3,late7,0.75049283678432,exp,14.0,1.0,56.0,0.0
Q3,interleaved_offset1,0.6272732843846837,exp,14.0,1.0,56.0,0.03
Q3,interleaved_offset2,0.6615231129187155,exp,14.0,1.0,56.0,0.03
Q3,late7,0.7478864783139276,exp,14.0,1.0,56.0,0.03
Q3,interleaved_offset1,0.6277092140570273,exp,14.0,1.0,56.0,0.07
Q3,interleaved_offset2,0.6610590614362151,exp,14.0,1.0,56.0,0.07
Q3,late7,0.7446511996339186,exp,14.0,1.0,56.0,0.07
Q3,interleaved_offset1,0.6283746344285692,exp,14.0,1.0,56.0,0.12
Q3,interleaved_offset2,0.660615265083372,exp,14.0,1.0,56.0,0.12
Q3,late7,0.7409637423533201,exp,14.0,1.0,56.0,0.12
Q3,interleaved_offset1,0.6273909062626817,exp,14.0,1.0,,0.0
Q3,interleaved_offset2,0.6625507153231076,exp,14.0,1.0,,0.0
Q3,late7,0.7495236774652893,exp,14.0,1.0,,0.0
Q3,interleaved_offset1,0.627671342154059,exp,14.0,1.0,,0.03
Q3,interleaved_offset2,0.6621301056378642,exp,14.0,1.0,,0.03
Q3,late7,0.7471119065749593,exp,14.0,1.0,,0.03
Q3,interleaved_offset1,0.6281195513098923,exp,14.0,1.0,,0.07
Q3,interleaved_offset2,0.6616559346622835,exp,14.0,1.0,,0.07
Q3,late7,0.744107314914008,exp,14.0,1.0,,0.07
Q3,interleaved_offset1,0.628795325148721,exp,14.0,1.0,,0.12
Q3,interleaved_offset2,0.6611979102941364,exp,14.0,1.0,,0.12
Q3,late7,0.7406674491374214,exp,14.0,1.0,,0.12
Q3,interleaved_offset1,0.7034486747327798,exp,21.0,1.0,14.0,0.0
Q3,interleaved_offset2,0.8177641038815233,exp,21.0,1.0,14.0,0.0
Q3,late7,1.1263313458134965,exp,21.0,1.0,14.0,0.0
Q3,interleaved_offset1,0.6542312603670191,exp,21.0,1.0,14.0,0.03
Q3,interleaved_offset2,0.7166073752384657,exp,21.0,1.0,14.0,0.03
Q3,late7,0.8445460707034822,exp,21.0,1.0,14.0,0.03
Q3,interleaved_offset1,0.6477729795569881,exp,21.0,1.0,14.0,0.07
Q3,interleaved_offset2,0.7029867199855404,exp,21.0,1.0,14.0,0.07
Q3,late7,0.8071931403617102,exp,21.0,1.0,14.0,0.07
Q3,interleaved_offset1,0.6438402751331703,exp,21.0,1.0,14.0,0.12
Q3,interleaved_offset2,0.6937967365862797,exp,21.0,1.0,14.0,0.12
Q3,late7,0.7829532851714494,exp,21.0,1.0,14.0,0.12
Q3,interleaved_offset1,0.6385462665418791,exp,21.0,1.0,21.0,0.0
Q3,interleaved_offset2,0.6805300670574207,exp,21.0,1.0,21.0,0.0
Q3,late7,0.8005354420674528,exp,21.0,1.0,21.0,0.0
Q3,interleaved_offset1,0.6378905056576373,exp,21.0,1.0,21.0,0.03
Q3,interleaved_offset2,0.6788065162802547,exp,21.0,1.0,21.0,0.03
Q3,late7,0.7954422737460328,exp,21.0,1.0,21.0,0.03
Q3,interleaved_offset1,0.637226024523142,exp,21.0,1.0,21.0,0.07
Q3,interleaved_offset2,0.6767613830826934,exp,21.0,1.0,21.0,0.07
Q3,late7,0.7890631708289912,exp,21.0,1.0,21.0,0.07
Q3,interleaved_offset1,0.6366853691397195,exp,21.0,1.0,21.0,0.12
Q3,interleaved_offset2,0.6745559535243602,exp,21.0,1.0,21.0,0.12
Q3,late7,0.7816890102653765,exp,21.0,1.0,21.0,0.12
Q3,interleaved_offset1,0.6338766802396286,exp,21.0,1.0,35.0,0.0
Q3,interleaved_offset2,0.6654263476494322,exp,21.0,1.0,35.0,0.0
Q3,late7,0.7564213746408772,exp,21.0,1.0,35.0,0.0
Q3,interleaved_offset1,0.6338976057770763,exp,21.0,1.0,35.0,0.03
Q3,interleaved_offset2,0.6649737957906535,exp,21.0,1.0,35.0,0.03
Q3,late7,0.7534739318305488,exp,21.0,1.0,35.0,0.03
Q3,interleaved_offset1,0.6340173310431115,exp,21.0,1.0,35.0,0.07
Q3,interleaved_offset2,0.6644487040944524,exp,21.0,1.0,35.0,0.07
Q3,late7,0.7498279607741452,exp,21.0,1.0,35.0,0.07
Q3,interleaved_offset1,0.6343053730366355,exp,21.0,1.0,35.0,0.12
Q3,interleaved_offset2,0.6639147441265885,exp,21.0,1.0,35.0,0.12
Q3,late7,0.7456850379522404,exp,21.0,1.0,35.0,0.12
Q3,interleaved_offset1,0.6324244685878503,exp,21.0,1.0,56.0,0.0
Q3,interleaved_offset2,0.6602458730041291,exp,21.0,1.0,56.0,0.0
Q3,late7,0.7356645238385954,exp,21.0,1.0,56.0,0.0
Q3,interleaved_offset1,0.6327992705944132,exp,21.0,1.0,56.0,0.03
Q3,interleaved_offset2,0.6602113995398426,exp,21.0,1.0,56.0,0.03
Q3,late7,0.7342373293881246,exp,21.0,1.0,56.0,0.03
Q3,interleaved_offset1,0.633343336188476,exp,21.0,1.0,56.0,0.07
Q3,interleaved_offset2,0.6602111097248076,exp,21.0,1.0,56.0,0.07
Q3,late7,0.7324520210689116,exp,21.0,1.0,56.0,0.07
Q3,interleaved_offset1,0.6340933451247797,exp,21.0,1.0,56.0,0.12
Q3,interleaved_offset2,0.66028331779693,exp,21.0,1.0,56.0,0.12
Q3,late7,0.7304011319473445,exp,21.0,1.0,56.0,0.12
Q3,interleaved_offset1,0.6339086482779606,exp,21.0,1.0,,0.0
Q3,interleaved_offset2,0.6621642564964697,exp,21.0,1.0,,0.0
Q3,late7,0.7353991811775195,exp,21.0,1.0,,0.0
Q3,interleaved_offset1,0.6342866125161115,exp,21.0,1.0,,0.03
Q3,interleaved_offset2,0.6621042711180373,exp,21.0,1.0,,0.03
Q3,late7,0.7342478786281791,exp,21.0,1.0,,0.03
Q3,interleaved_offset1,0.6348293651364254,exp,21.0,1.0,,0.07
Q3,interleaved_offset2,0.6620672629848038,exp,21.0,1.0,,0.07
Q3,late7,0.7327942705287651,exp,21.0,1.0,,0.07
Q3,interleaved_offset1,0.6355693182895318,exp,21.0,1.0,,0.12
Q3,interleaved_offset2,0.6620891951948004,exp,21.0,1.0,,0.12
Q3,late7,0.7311037922525369,exp,21.0,1.0,,0.12
Q3,interleaved_offset1,0.7069868211601185,exp,28.0,1.0,14.0,0.0
Q3,interleaved_offset2,0.8211236939855882,exp,28.0,1.0,14.0,0.0
Q3,late7,1.1301271678204663,exp,28.0,1.0,14.0,0.0
Q3,interleaved_offset1,0.6577013938182331,exp,28.0,1.0,14.0,0.03
Q3,interleaved_offset2,0.7198970491989101,exp,28.0,1.0,14.0,0.03
Q3,late7,0.8483092448383501,exp,28.0,1.0,14.0,0.03
Q3,interleaved_offset1,0.6511469670329976,exp,28.0,1.0,14.0,0.07
Q3,interleaved_offset2,0.7061755353273084,exp,28.0,1.0,14.0,0.07
Q3,late7,0.8108968567110579,exp,28.0,1.0,14.0,0.07
Q3,interleaved_offset1,0.6470860868857253,exp,28.0,1.0,14.0,0.12
Q3,interleaved_offset2,0.6968497774691589,exp,28.0,1.0,14.0,0.12
Q3,late7,0.7865611253909689,exp,28.0,1.0,14.0,0.12
Q3,interleaved_offset1,0.6411089198594674,exp,28.0,1.0,21.0,0.0
Q3,interleaved_offset2,0.6821640315319238,exp,28.0,1.0,21.0,0.0
Q3,late7,0.8029837110775888,exp,28.0,1.0,21.0,0.0
Q3,interleaved_offset1,0.6404873623367082,exp,28.0,1.0,21.0,0.03
Q3,interleaved_offset2,0.680513685545195,exp,28.0,1.0,21.0,0.03
Q3,late7,0.7980013951955188,exp,28.0,1.0,21.0,0.03
Q3,interleaved_offset1,0.6398355918660991,exp,28.0,1.0,21.0,0.07
Q3,interleaved_offset2,0.6785311234854702,exp,28.0,1.0,21.0,0.07
Q3,late7,0.7917305793706048,exp,28.0,1.0,21.0,0.07
Q3,interleaved_offset1,0.6392726654427154,exp,28.0,1.0,21.0,0.12
Q3,interleaved_offset2,0.6763627557568996,exp,28.0,1.0,21.0,0.12
Q3,late7,0.7844388587825815,exp,28.0,1.0,21.0,0.12
Q3,interleaved_offset1,0.6380949866797752,exp,28.0,1.0,35.0,0.0
Q3,interleaved_offset2,0.6665904322330134,exp,28.0,1.0,35.0,0.0
Q3,late7,0.7539809513309575,exp,28.0,1.0,35.0,0.0
Q3,interleaved_offset1,0.6380137559604803,exp,28.0,1.0,35.0,0.03
Q3,interleaved_offset2,0.6661762721670175,exp,28.0,1.0,35.0,0.03
Q3,late7,0.7512672977376851,exp,28.0,1.0,35.0,0.03
Q3,interleaved_offset1,0.6379968859324153,exp,28.0,1.0,35.0,0.07
Q3,interleaved_offset2,0.6656935137498018,exp,28.0,1.0,35.0,0.07
Q3,late7,0.7479113983104547,exp,28.0,1.0,35.0,0.07
Q3,interleaved_offset1,0.6381126705365605,exp,28.0,1.0,35.0,0.12
Q3,interleaved_offset2,0.6651989164204248,exp,28.0,1.0,35.0,0.12
