target,submission_strategy,model_name,threshold,accuracy,f1,positive_rate,prior_gap,fold
S2,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.25,0.6324786324786325,0.7597765363128492,0.9316239316239316,0.26195426195426197,last_quarter_by_subject
S2,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.25,0.6068376068376068,0.7500000000000001,0.9743589743589743,0.30468930468930466,last_quarter_by_subject
S2,model_mlp,mlp,0.1,0.6324786324786325,0.7393939393939394,0.811965811965812,0.1422961422961423,last_quarter_by_subject
S2,blend_mlp_rule_0.25,mlp,0.15,0.6153846153846154,0.7457627118644067,0.9145299145299145,0.24486024486024482,last_quarter_by_subject
S2,blend_mlp_rule_0.5,mlp,0.05,0.6239316239316239,0.7582417582417583,0.9572649572649573,0.28759528759528763,last_quarter_by_subject
S2,blend_mlp_rule_0.75,mlp,0.05,0.6239316239316239,0.7582417582417583,0.9572649572649573,0.28759528759528763,last_quarter_by_subject
S2,model_lightgbm,lightgbm,0.05,0.5982905982905983,0.748663101604278,1.0,0.3303303303303303,last_quarter_by_subject
S2,blend_lightgbm_rule_0.25,lightgbm,0.1,0.6153846153846154,0.7567567567567568,0.9829059829059829,0.3132363132363132,last_quarter_by_subject
S2,blend_lightgbm_rule_0.5,lightgbm,0.25,0.6324786324786325,0.7624309392265194,0.9487179487179487,0.279048279048279,last_quarter_by_subject
S2,blend_lightgbm_rule_0.75,lightgbm,0.4,0.6324786324786325,0.7624309392265194,0.9487179487179487,0.279048279048279,last_quarter_by_subject
S2,model_catboost,catboost,0.45,0.6153846153846154,0.7513812154696132,0.9487179487179487,0.279048279048279,last_quarter_by_subject
S2,blend_catboost_rule_0.25,catboost,0.15,0.6239316239316239,0.7555555555555554,0.9401709401709402,0.2705012705012705,last_quarter_by_subject
S2,blend_catboost_rule_0.5,catboost,0.25,0.6153846153846154,0.7567567567567568,0.9829059829059829,0.3132363132363132,last_quarter_by_subject
S2,blend_catboost_rule_0.75,catboost,0.4,0.6239316239316239,0.7608695652173912,0.9743589743589743,0.30468930468930466,last_quarter_by_subject
S2,meta_rule_extra_trees,extra_trees,0.45,0.6495726495726496,0.760233918128655,0.8632478632478633,0.1935781935781936,last_quarter_by_subject
S2,meta_rule_lightgbm,lightgbm,0.05,0.5982905982905983,0.748663101604278,1.0,0.3303303303303303,last_quarter_by_subject
S2,meta_rule_catboost,catboost,0.4,0.6410256410256411,0.7692307692307693,0.9572649572649573,0.28759528759528763,last_quarter_by_subject
S2,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.05,0.5982905982905983,0.748663101604278,1.0,0.3303303303303303,last_quarter_by_subject
S3,rule_subject_strategy_tuned,rule,0.05,0.6239316239316239,0.7441860465116279,0.8461538461538461,0.1704781704781705,last_quarter_by_subject
S3,model_logistic_regression,logistic_regression,0.05,0.6495726495726496,0.7388535031847133,0.717948717948718,0.042273042273042294,last_quarter_by_subject
