fold,target,submission_strategy,model_name,shrink_alpha,logloss
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.35,0.66046797833343
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.5,0.6723769052097635
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.75,0.7204890733872861
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,1.0,0.8533299314528584
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.15,0.6546455013763457
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.25,0.6494299285105019
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.35,0.647130631624408
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.5,0.649478386832273
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.75,0.6730050899859954
last_quarter_by_subject,S3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,1.0,0.7476949332593588
last_quarter_by_subject,S3,model_mlp,mlp,0.0,0.6680646835326802
last_quarter_by_subject,S3,model_mlp,mlp,0.15,0.6476395907381738
last_quarter_by_subject,S3,model_mlp,mlp,0.25,0.6448469063202856
last_quarter_by_subject,S3,model_mlp,mlp,0.35,0.6503950481418629
last_quarter_by_subject,S3,model_mlp,mlp,0.5,0.6759382209988936
last_quarter_by_subject,S3,model_mlp,mlp,0.75,0.7873773534636495
last_quarter_by_subject,S3,model_mlp,mlp,1.0,1.558559001355465
last_quarter_by_subject,S3,blend_mlp_rule_0.25,mlp,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_mlp_rule_0.25,mlp,0.15,0.6612318301214544
last_quarter_by_subject,S3,blend_mlp_rule_0.25,mlp,0.25,0.6632869324826683
last_quarter_by_subject,S3,blend_mlp_rule_0.25,mlp,0.35,0.6707870371077198
last_quarter_by_subject,S3,blend_mlp_rule_0.25,mlp,0.5,0.693877376783563
last_quarter_by_subject,S3,blend_mlp_rule_0.25,mlp,0.75,0.7822464659893988
last_quarter_by_subject,S3,blend_mlp_rule_0.25,mlp,1.0,1.4598764138672125
last_quarter_by_subject,S3,blend_mlp_rule_0.5,mlp,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_mlp_rule_0.5,mlp,0.15,0.6546327343912013
last_quarter_by_subject,S3,blend_mlp_rule_0.5,mlp,0.25,0.6516138481529743
last_quarter_by_subject,S3,blend_mlp_rule_0.5,mlp,0.35,0.6533961003984669
last_quarter_by_subject,S3,blend_mlp_rule_0.5,mlp,0.5,0.6663390682343411
last_quarter_by_subject,S3,blend_mlp_rule_0.5,mlp,0.75,0.7306022474694901
last_quarter_by_subject,S3,blend_mlp_rule_0.5,mlp,1.0,1.2888587651366192
last_quarter_by_subject,S3,blend_mlp_rule_0.75,mlp,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_mlp_rule_0.75,mlp,0.15,0.6501608464455132
last_quarter_by_subject,S3,blend_mlp_rule_0.75,mlp,0.25,0.6456724722308678
last_quarter_by_subject,S3,blend_mlp_rule_0.75,mlp,0.35,0.6470104218823431
last_quarter_by_subject,S3,blend_mlp_rule_0.75,mlp,0.5,0.6609765061824945
last_quarter_by_subject,S3,blend_mlp_rule_0.75,mlp,0.75,0.730585016936113
last_quarter_by_subject,S3,blend_mlp_rule_0.75,mlp,1.0,1.2559413140860722
last_quarter_by_subject,S3,model_lightgbm,lightgbm,0.0,0.6680646835326802
last_quarter_by_subject,S3,model_lightgbm,lightgbm,0.15,0.6548240189345842
last_quarter_by_subject,S3,model_lightgbm,lightgbm,0.25,0.647945242227922
last_quarter_by_subject,S3,model_lightgbm,lightgbm,0.35,0.6425046869577647
last_quarter_by_subject,S3,model_lightgbm,lightgbm,0.5,0.6369528705194594
last_quarter_by_subject,S3,model_lightgbm,lightgbm,0.75,0.6348715859609781
last_quarter_by_subject,S3,model_lightgbm,lightgbm,1.0,0.6435220207004905
last_quarter_by_subject,S3,blend_lightgbm_rule_0.25,lightgbm,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_lightgbm_rule_0.25,lightgbm,0.15,0.6652818322964066
last_quarter_by_subject,S3,blend_lightgbm_rule_0.25,lightgbm,0.25,0.6701965640561933
last_quarter_by_subject,S3,blend_lightgbm_rule_0.25,lightgbm,0.35,0.6807068925049024
last_quarter_by_subject,S3,blend_lightgbm_rule_0.25,lightgbm,0.5,0.7083254641152955
last_quarter_by_subject,S3,blend_lightgbm_rule_0.25,lightgbm,0.75,0.7984796199996252
last_quarter_by_subject,S3,blend_lightgbm_rule_0.25,lightgbm,1.0,1.015080087067794
last_quarter_by_subject,S3,blend_lightgbm_rule_0.5,lightgbm,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_lightgbm_rule_0.5,lightgbm,0.15,0.6610906503319988
last_quarter_by_subject,S3,blend_lightgbm_rule_0.5,lightgbm,0.25,0.6607427096427353
last_quarter_by_subject,S3,blend_lightgbm_rule_0.5,lightgbm,0.35,0.6637547652159383
last_quarter_by_subject,S3,blend_lightgbm_rule_0.5,lightgbm,0.5,0.6748965217556429
last_quarter_by_subject,S3,blend_lightgbm_rule_0.5,lightgbm,0.75,0.7149308628177258
last_quarter_by_subject,S3,blend_lightgbm_rule_0.5,lightgbm,1.0,0.7996087725520074
last_quarter_by_subject,S3,blend_lightgbm_rule_0.75,lightgbm,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_lightgbm_rule_0.75,lightgbm,0.15,0.6576166508053816
last_quarter_by_subject,S3,blend_lightgbm_rule_0.75,lightgbm,0.25,0.6533895525264183
last_quarter_by_subject,S3,blend_lightgbm_rule_0.75,lightgbm,0.35,0.6512226929231524
last_quarter_by_subject,S3,blend_lightgbm_rule_0.75,lightgbm,0.5,0.6518405552615496
last_quarter_by_subject,S3,blend_lightgbm_rule_0.75,lightgbm,0.75,0.6643205752117038
last_quarter_by_subject,S3,blend_lightgbm_rule_0.75,lightgbm,1.0,0.6966698758680515
last_quarter_by_subject,S3,model_catboost,catboost,0.0,0.6680646835326802
last_quarter_by_subject,S3,model_catboost,catboost,0.15,0.6566351988140114
last_quarter_by_subject,S3,model_catboost,catboost,0.25,0.6506121220094113
last_quarter_by_subject,S3,model_catboost,catboost,0.35,0.6457885375122998
last_quarter_by_subject,S3,model_catboost,catboost,0.5,0.6407630574833919
last_quarter_by_subject,S3,model_catboost,catboost,0.75,0.6385984706186842
last_quarter_by_subject,S3,model_catboost,catboost,1.0,0.6460733593457533
last_quarter_by_subject,S3,blend_catboost_rule_0.25,catboost,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_catboost_rule_0.25,catboost,0.15,0.6655997393182161
last_quarter_by_subject,S3,blend_catboost_rule_0.25,catboost,0.25,0.6704854177408537
last_quarter_by_subject,S3,blend_catboost_rule_0.25,catboost,0.35,0.6807597715936788
last_quarter_by_subject,S3,blend_catboost_rule_0.25,catboost,0.5,0.7075390974711335
last_quarter_by_subject,S3,blend_catboost_rule_0.25,catboost,0.75,0.7940163054333234
last_quarter_by_subject,S3,blend_catboost_rule_0.25,catboost,1.0,0.9974265874575166
last_quarter_by_subject,S3,blend_catboost_rule_0.5,catboost,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_catboost_rule_0.5,catboost,0.15,0.661816896497793
last_quarter_by_subject,S3,blend_catboost_rule_0.5,catboost,0.25,0.6615799536607408
last_quarter_by_subject,S3,blend_catboost_rule_0.5,catboost,0.35,0.6644086001802905
last_quarter_by_subject,S3,blend_catboost_rule_0.5,catboost,0.5,0.6746699713128326
last_quarter_by_subject,S3,blend_catboost_rule_0.5,catboost,0.75,0.7111059469828738
last_quarter_by_subject,S3,blend_catboost_rule_0.5,catboost,1.0,0.7875314085542322
last_quarter_by_subject,S3,blend_catboost_rule_0.75,catboost,0.0,0.6680646835326802
last_quarter_by_subject,S3,blend_catboost_rule_0.75,catboost,0.15,0.6588407058390408
last_quarter_by_subject,S3,blend_catboost_rule_0.75,catboost,0.25,0.6550216245702256
last_quarter_by_subject,S3,blend_catboost_rule_0.75,catboost,0.35,0.6529640022591683
last_quarter_by_subject,S3,blend_catboost_rule_0.75,catboost,0.5,0.6531943769006254
last_quarter_by_subject,S3,blend_catboost_rule_0.75,catboost,0.75,0.6634523208550467
last_quarter_by_subject,S3,blend_catboost_rule_0.75,catboost,1.0,0.69120401537105
last_quarter_by_subject,S3,meta_rule_extra_trees,extra_trees,0.0,0.6680646835326802
last_quarter_by_subject,S3,meta_rule_extra_trees,extra_trees,0.15,0.6537894100879523
last_quarter_by_subject,S3,meta_rule_extra_trees,extra_trees,0.25,0.64643101558644
last_quarter_by_subject,S3,meta_rule_extra_trees,extra_trees,0.35,0.6406264897313868
last_quarter_by_subject,S3,meta_rule_extra_trees,extra_trees,0.5,0.6346370796088239
last_quarter_by_subject,S3,meta_rule_extra_trees,extra_trees,0.75,0.6316096634121557
last_quarter_by_subject,S3,meta_rule_extra_trees,extra_trees,1.0,0.6377673767909751
last_quarter_by_subject,S3,meta_rule_lightgbm,lightgbm,0.0,0.6680646835326802
last_quarter_by_subject,S3,meta_rule_lightgbm,lightgbm,0.15,0.6552099286677565
last_quarter_by_subject,S3,meta_rule_lightgbm,lightgbm,0.25,0.6485894097424735
last_quarter_by_subject,S3,meta_rule_lightgbm,lightgbm,0.35,0.6434127487393378
last_quarter_by_subject,S3,meta_rule_lightgbm,lightgbm,0.5,0.6382756179244206
last_quarter_by_subject,S3,meta_rule_lightgbm,lightgbm,0.75,0.6369636854592159
last_quarter_by_subject,S3,meta_rule_lightgbm,lightgbm,1.0,0.6464864744569188
last_quarter_by_subject,S3,meta_rule_catboost,catboost,0.0,0.6680646835326802
last_quarter_by_subject,S3,meta_rule_catboost,catboost,0.15,0.6581909663255658
last_quarter_by_subject,S3,meta_rule_catboost,catboost,0.25,0.6528563044118241
last_quarter_by_subject,S3,meta_rule_catboost,catboost,0.35,0.6484676503123574
last_quarter_by_subject,S3,meta_rule_catboost,catboost,0.5,0.6436178471587283
last_quarter_by_subject,S3,meta_rule_catboost,catboost,0.75,0.6402420042009497
last_quarter_by_subject,S3,meta_rule_catboost,catboost,1.0,0.6434729794171957
last_quarter_by_subject,S3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.0,0.6680646835326802
last_quarter_by_subject,S3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.15,0.6510584718282207
last_quarter_by_subject,S3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.25,0.6431488046753663
last_quarter_by_subject,S3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.35,0.6378624363977918
last_quarter_by_subject,S3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.5,0.6349781116828368
last_quarter_by_subject,S3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.75,0.646153495250691
last_quarter_by_subject,S3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,1.0,0.693445568021946
last_quarter_by_subject,S4,history_blend,history,1.0,0.6345780654100109
last_quarter_by_subject,S4,rule_subject_strategy_tuned,rule,0.0,0.697757923001683
last_quarter_by_subject,S4,rule_subject_strategy_tuned,rule,0.15,0.6700192253001415
last_quarter_by_subject,S4,rule_subject_strategy_tuned,rule,0.25,0.663341833127834
last_quarter_by_subject,S4,rule_subject_strategy_tuned,rule,0.35,0.6667896006852715
last_quarter_by_subject,S4,rule_subject_strategy_tuned,rule,0.5,0.6946738621883756
last_quarter_by_subject,S4,rule_subject_strategy_tuned,rule,0.75,0.8435170086230718
last_quarter_by_subject,S4,rule_subject_strategy_tuned,rule,1.0,3.2276201335987382
last_quarter_by_subject,S4,model_logistic_regression,logistic_regression,0.0,0.697757923001683
last_quarter_by_subject,S4,model_logistic_regression,logistic_regression,0.15,0.6978018237540415
last_quarter_by_subject,S4,model_logistic_regression,logistic_regression,0.25,0.7070908438277923
last_quarter_by_subject,S4,model_logistic_regression,logistic_regression,0.35,0.7243405586627967
last_quarter_by_subject,S4,model_logistic_regression,logistic_regression,0.5,0.7678541318627381
last_quarter_by_subject,S4,model_logistic_regression,logistic_regression,0.75,0.9149318891360857
last_quarter_by_subject,S4,model_logistic_regression,logistic_regression,1.0,1.7257523980023055
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.25,logistic_regression,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.25,logistic_regression,0.15,0.6741877969419007
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.25,logistic_regression,0.25,0.6664257258938472
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.25,logistic_regression,0.35,0.6652611596951337
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.25,logistic_regression,0.5,0.6776004210400582
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.25,logistic_regression,0.75,0.7546708495295693
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.25,logistic_regression,1.0,1.2858603592843945
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.5,logistic_regression,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.5,logistic_regression,0.15,0.68019615204918
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.5,logistic_regression,0.25,0.6747260641807468
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.5,logistic_regression,0.35,0.67439575886524
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.5,logistic_regression,0.5,0.6848395660177653
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.5,logistic_regression,0.75,0.7461969838290855
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.5,logistic_regression,1.0,1.1437378875337296
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.75,logistic_regression,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.75,logistic_regression,0.15,0.6880485079348249
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.75,logistic_regression,0.25,0.688167902925735
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.75,logistic_regression,0.35,0.6937001358607051
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.75,logistic_regression,0.5,0.7133607341174656
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.75,logistic_regression,0.75,0.7899110855391493
last_quarter_by_subject,S4,blend_logistic_regression_rule_0.75,logistic_regression,1.0,1.1550432975893392
last_quarter_by_subject,S4,model_linear_svc,linear_svc,0.0,0.697757923001683
last_quarter_by_subject,S4,model_linear_svc,linear_svc,0.15,0.6981453637519975
last_quarter_by_subject,S4,model_linear_svc,linear_svc,0.25,0.7049208290519368
last_quarter_by_subject,S4,model_linear_svc,linear_svc,0.35,0.7172646505312857
last_quarter_by_subject,S4,model_linear_svc,linear_svc,0.5,0.7478503475667088
last_quarter_by_subject,S4,model_linear_svc,linear_svc,0.75,0.8463351781720574
last_quarter_by_subject,S4,model_linear_svc,linear_svc,1.0,1.1544404619901818
last_quarter_by_subject,S4,blend_linear_svc_rule_0.25,linear_svc,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_linear_svc_rule_0.25,linear_svc,0.15,0.6745170262541237
last_quarter_by_subject,S4,blend_linear_svc_rule_0.25,linear_svc,0.25,0.666561487630632
last_quarter_by_subject,S4,blend_linear_svc_rule_0.25,linear_svc,0.35,0.664823335309022
last_quarter_by_subject,S4,blend_linear_svc_rule_0.25,linear_svc,0.5,0.6752949611012979
last_quarter_by_subject,S4,blend_linear_svc_rule_0.25,linear_svc,0.75,0.742773622055422
last_quarter_by_subject,S4,blend_linear_svc_rule_0.25,linear_svc,1.0,1.0525684185371085
last_quarter_by_subject,S4,blend_linear_svc_rule_0.5,linear_svc,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_linear_svc_rule_0.5,linear_svc,0.15,0.6806950979791446
last_quarter_by_subject,S4,blend_linear_svc_rule_0.5,linear_svc,0.25,0.6745658500691037
last_quarter_by_subject,S4,blend_linear_svc_rule_0.5,linear_svc,0.35,0.6727144277454221
last_quarter_by_subject,S4,blend_linear_svc_rule_0.5,linear_svc,0.5,0.6788271747107727
last_quarter_by_subject,S4,blend_linear_svc_rule_0.5,linear_svc,0.75,0.7223331493507177
last_quarter_by_subject,S4,blend_linear_svc_rule_0.5,linear_svc,1.0,0.9101665802412108
last_quarter_by_subject,S4,blend_linear_svc_rule_0.75,linear_svc,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_linear_svc_rule_0.75,linear_svc,0.15,0.68855681626072
last_quarter_by_subject,S4,blend_linear_svc_rule_0.75,linear_svc,0.25,0.6872742430344898
last_quarter_by_subject,S4,blend_linear_svc_rule_0.75,linear_svc,0.35,0.6899443494613492
last_quarter_by_subject,S4,blend_linear_svc_rule_0.75,linear_svc,0.5,0.7020776126927281
last_quarter_by_subject,S4,blend_linear_svc_rule_0.75,linear_svc,0.75,0.7516156940476371
last_quarter_by_subject,S4,blend_linear_svc_rule_0.75,linear_svc,1.0,0.9102368633233461
last_quarter_by_subject,S4,model_svc_rbf,svc_rbf,0.0,0.697757923001683
last_quarter_by_subject,S4,model_svc_rbf,svc_rbf,0.15,0.6898291993753923
last_quarter_by_subject,S4,model_svc_rbf,svc_rbf,0.25,0.6849910588166949
last_quarter_by_subject,S4,model_svc_rbf,svc_rbf,0.35,0.6805014384773319
last_quarter_by_subject,S4,model_svc_rbf,svc_rbf,0.5,0.674407401578553
last_quarter_by_subject,S4,model_svc_rbf,svc_rbf,0.75,0.6659298481650342
last_quarter_by_subject,S4,model_svc_rbf,svc_rbf,1.0,0.659548221472747
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.25,svc_rbf,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.25,svc_rbf,0.15,0.6731975943293005
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.25,svc_rbf,0.25,0.6637215281028863
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.25,svc_rbf,0.35,0.6598594582169406
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.25,svc_rbf,0.5,0.6654546821073913
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.25,svc_rbf,0.75,0.7132578853169077
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.25,svc_rbf,1.0,0.8472699166997248
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.5,svc_rbf,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.5,svc_rbf,0.15,0.6775642357640809
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.5,svc_rbf,0.25,0.6675332609041261
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.5,svc_rbf,0.35,0.6602067335855069
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.5,svc_rbf,0.5,0.6543727712608357
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.5,svc_rbf,0.75,0.6595760810622348
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.5,svc_rbf,1.0,0.6879662366390268
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.75,svc_rbf,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.75,svc_rbf,0.15,0.6831080663522634
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.75,svc_rbf,0.25,0.6746388534584831
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.75,svc_rbf,0.35,0.6671758228168264
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.75,svc_rbf,0.5,0.6578374694123956
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.75,svc_rbf,0.75,0.6472368682584851
last_quarter_by_subject,S4,blend_svc_rbf_rule_0.75,svc_rbf,1.0,0.6431523501166472
last_quarter_by_subject,S4,model_random_forest,random_forest,0.0,0.697757923001683
last_quarter_by_subject,S4,model_random_forest,random_forest,0.15,0.6893128592881007
last_quarter_by_subject,S4,model_random_forest,random_forest,0.25,0.6843515862990304
last_quarter_by_subject,S4,model_random_forest,random_forest,0.35,0.6799050051602652
last_quarter_by_subject,S4,model_random_forest,random_forest,0.5,0.6741740333656554
last_quarter_by_subject,S4,model_random_forest,random_forest,0.75,0.6670763173823494
last_quarter_by_subject,S4,model_random_forest,random_forest,1.0,0.6630657996954638
last_quarter_by_subject,S4,blend_random_forest_rule_0.25,random_forest,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_random_forest_rule_0.25,random_forest,0.15,0.672920620593299
last_quarter_by_subject,S4,blend_random_forest_rule_0.25,random_forest,0.25,0.6631189142413652
last_quarter_by_subject,S4,blend_random_forest_rule_0.25,random_forest,0.35,0.6587761576303757
last_quarter_by_subject,S4,blend_random_forest_rule_0.25,random_forest,0.5,0.6632537284543728
last_quarter_by_subject,S4,blend_random_forest_rule_0.25,random_forest,0.75,0.7074123708189747
last_quarter_by_subject,S4,blend_random_forest_rule_0.25,random_forest,1.0,0.8325102210331792
last_quarter_by_subject,S4,blend_random_forest_rule_0.5,random_forest,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_random_forest_rule_0.5,random_forest,0.15,0.677116613521432
last_quarter_by_subject,S4,blend_random_forest_rule_0.5,random_forest,0.25,0.666661195168754
last_quarter_by_subject,S4,blend_random_forest_rule_0.5,random_forest,0.35,0.6587771162073647
last_quarter_by_subject,S4,blend_random_forest_rule_0.5,random_forest,0.5,0.6518000033548149
last_quarter_by_subject,S4,blend_random_forest_rule_0.5,random_forest,0.75,0.6540476834684703
last_quarter_by_subject,S4,blend_random_forest_rule_0.5,random_forest,1.0,0.6777863758713644
last_quarter_by_subject,S4,blend_random_forest_rule_0.75,random_forest,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_random_forest_rule_0.75,random_forest,0.15,0.6825841228911336
last_quarter_by_subject,S4,blend_random_forest_rule_0.75,random_forest,0.25,0.6737696569166963
last_quarter_by_subject,S4,blend_random_forest_rule_0.75,random_forest,0.35,0.6659477205096914
last_quarter_by_subject,S4,blend_random_forest_rule_0.75,random_forest,0.5,0.6560235777751949
last_quarter_by_subject,S4,blend_random_forest_rule_0.75,random_forest,0.75,0.6442771885551668
last_quarter_by_subject,S4,blend_random_forest_rule_0.75,random_forest,1.0,0.6388697893785823
last_quarter_by_subject,S4,model_extra_trees,extra_trees,0.0,0.697757923001683
last_quarter_by_subject,S4,model_extra_trees,extra_trees,0.15,0.6891372009312856
last_quarter_by_subject,S4,model_extra_trees,extra_trees,0.25,0.6839924728366673
last_quarter_by_subject,S4,model_extra_trees,extra_trees,0.35,0.6793085360710642
last_quarter_by_subject,S4,model_extra_trees,extra_trees,0.5,0.6731156729281522
last_quarter_by_subject,S4,model_extra_trees,extra_trees,0.75,0.6649324600814625
last_quarter_by_subject,S4,model_extra_trees,extra_trees,1.0,0.6593513684780973
last_quarter_by_subject,S4,blend_extra_trees_rule_0.25,extra_trees,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_extra_trees_rule_0.25,extra_trees,0.15,0.6727835148451696
last_quarter_by_subject,S4,blend_extra_trees_rule_0.25,extra_trees,0.25,0.6627547266371068
last_quarter_by_subject,S4,blend_extra_trees_rule_0.25,extra_trees,0.35,0.6580503592841299
last_quarter_by_subject,S4,blend_extra_trees_rule_0.25,extra_trees,0.5,0.661647109242441
last_quarter_by_subject,S4,blend_extra_trees_rule_0.25,extra_trees,0.75,0.7026990233435866
last_quarter_by_subject,S4,blend_extra_trees_rule_0.25,extra_trees,1.0,0.8179408057520382
last_quarter_by_subject,S4,blend_extra_trees_rule_0.5,extra_trees,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_extra_trees_rule_0.5,extra_trees,0.15,0.676906526852382
last_quarter_by_subject,S4,blend_extra_trees_rule_0.5,extra_trees,0.25,0.6661277847552917
last_quarter_by_subject,S4,blend_extra_trees_rule_0.5,extra_trees,0.35,0.6577525625650132
last_quarter_by_subject,S4,blend_extra_trees_rule_0.5,extra_trees,0.5,0.649663896434624
last_quarter_by_subject,S4,blend_extra_trees_rule_0.5,extra_trees,0.75,0.6486644850120613
last_quarter_by_subject,S4,blend_extra_trees_rule_0.5,extra_trees,1.0,0.6659891375303771
last_quarter_by_subject,S4,blend_extra_trees_rule_0.75,extra_trees,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_extra_trees_rule_0.75,extra_trees,0.15,0.6823620183775592
last_quarter_by_subject,S4,blend_extra_trees_rule_0.75,extra_trees,0.25,0.673242377712577
last_quarter_by_subject,S4,blend_extra_trees_rule_0.75,extra_trees,0.35,0.6649800843861675
last_quarter_by_subject,S4,blend_extra_trees_rule_0.75,extra_trees,0.5,0.654117252588665
last_quarter_by_subject,S4,blend_extra_trees_rule_0.75,extra_trees,0.75,0.6399242685601721
last_quarter_by_subject,S4,blend_extra_trees_rule_0.75,extra_trees,1.0,0.6305775152526643
last_quarter_by_subject,S4,model_hist_gradient_boosting,hist_gradient_boosting,0.0,0.697757923001683
last_quarter_by_subject,S4,model_hist_gradient_boosting,hist_gradient_boosting,0.15,0.6934307897186713
last_quarter_by_subject,S4,model_hist_gradient_boosting,hist_gradient_boosting,0.25,0.6924189413677044
last_quarter_by_subject,S4,model_hist_gradient_boosting,hist_gradient_boosting,0.35,0.6929664866420551
last_quarter_by_subject,S4,model_hist_gradient_boosting,hist_gradient_boosting,0.5,0.696931986721651
last_quarter_by_subject,S4,model_hist_gradient_boosting,hist_gradient_boosting,0.75,0.7135140683954357
last_quarter_by_subject,S4,model_hist_gradient_boosting,hist_gradient_boosting,1.0,0.7485735801570058
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.15,0.6740822150495368
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.25,0.6655799007042694
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.35,0.6630991560378883
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.5,0.6718951065209707
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.75,0.7316670558747519
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,1.0,0.9224417956254729
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.15,0.6793375823140357
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.25,0.6712165265180714
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.35,0.6665008744310446
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.5,0.6663001616337731
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.75,0.6887026511886335
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,1.0,0.7616458198665682
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.0,0.697757923001683
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.15,0.6857825481749167
last_quarter_by_subject,S4,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.25,0.6801528578779317
